No.,SAMPLE_ID,식품명,,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g)
263,P031490-ZZ-AVG,한우특+뿔면,,삼양식품,2020,가공식품,유탕면,P031490,식약처('20),120,594.72,-,12.53,20.02,91.44,1.31,2166.1,0,10.08,-,0
264,P031491-ZZ-AVG,해물짬뽕,,삼양식품,2020,가공식품,유탕면,P031491,식약처('20),120,495,-,10,16,78,6.97,1940,0,8,-,0
265,P031492-ZZ-AVG,호해면,,삼양식품,2020,가공식품,유탕면,P031492,식약처('20),120,509.79,-,14.99,3,104.96,1.31,2653.8,0,0,-,0
814,P010461-ZZ-AVG,손수때릴타면,,삼양식품,2017,가공식품,유탕면,P010461,식약처 산업체제공('17),120,500,-,9,16,80,4,1420,0,-,-,0
815,P010462-ZZ-AVG,쇠고기면,,삼양식품,2017,가공식품,유탕면,P010462,식약처 산업체제공('17),120,495,-,10,15,80,3,1855,0,7,-,0
818,P010465-ZZ-AVG,삼양 큰컵,,삼양식품,2017,가공식품,유탕면,P010465,식약처 산업체제공('17),80,289.92,-,4.99,12.29,42.56,2.24,786.56,0,-,-,0
820,P010467-ZZ-AVG,육개장,,삼양식품,2017,가공식품,유탕면,P010467,식약처 산업체제공('17),86,380,-,7,14,56,3,1590,0,7,-,0
821,P010469-ZZ-AVG,컵라면,,삼양식품,2017,가공식품,유탕면,P010469,식약처 산업체제공('17),80,305.92,-,4.35,12.22,44.54,1.75,803.84,0,-,-,0
824,P011852-ZZ-AVG,큰냄비우동,,삼양식품,2017,가공식품,유탕면,P011852,식약처 산업체제공('17),80,304,-,4.93,15.55,42.56,0,786.56,0,-,-,0
826,P014328-ZZ-AVG,CU해물탕컵,,삼양식품,2017,가공식품,유탕면,P014328,식약처 산업체제공('17),80,268.16,-,5.5,9.15,40.83,3.2,1072.7,0,4.86,-,0
827,P014331-ZZ-AVG,간짬뽕,,삼양식품,2017,가공식품,유탕면,P014331,식약처 산업체제공('17),120,570.82,-,11.38,20.59,85.39,6.97,1100.5,0,9.22,-,0
828,P014332-ZZ-AVG,강릉 교동반점 짬뽕,,삼양식품,2017,가공식품,유탕면,P014332,식약처 산업체제공('17),120,615.31,-,11.81,20.88,94.32,6.97,2186.2,0,10.51,-,0
829,P014333-ZZ-AVG,게살 야채탕면,,삼양식품,2017,가공식품,유탕면,P014333,식약처 산업체제공('17),120,565.15,-,13.91,5.22,116.51,1.31,3164.8,0,0,-,0
831,P014336-ZZ-AVG,국물자작 라볶이,,삼양식품,2017,가공식품,유탕면,P014336,식약처 산업체제공('17),80,265.86,-,5.89,7.87,43.33,2.94,955.07,0,3.97,-,0
832,P014337-ZZ-AVG,국물자작 치즈커리,,삼양식품,2017,가공식품,유탕면,P014337,식약처 산업체제공('17),80,285.57,-,5.89,10.82,41.34,3.2,905.86,0,5.89,-,0
835,P014340-ZZ-AVG,김치라면,,삼양식품,2017,가공식품,유탕면,P014340,식약처 산업체제공('17),120,505,-,11,16,79,4,1650,0,8,-,0
839,P014344-ZZ-AVG,나가사끼 꽃게짬뽕,,삼양식품,2017,가공식품,유탕면,P014344,식약처 산업체제공('17),120,528.09,-,9.8,15.24,88.2,6.97,1731.27,0,7.62,-,0
840,P014345-ZZ-AVG,나가사끼 짬뽕,,삼양식품,2017,가공식품,유탕면,P014345,식약처 산업체제공('17),120,594.72,-,12.53,16.27,100.22,6.97,2091.17,0,7.49,-,0
841,P014346-ZZ-AVG,나가사끼 홍짬뽕,,삼양식품,2017,가공식품,유탕면,P014346,식약처 산업체제공('17),120,601.06,-,11.23,17.57,98.93,6.97,2216.3,0,8.78,-,0
846,P014355-ZZ-AVG,도전!하바네로 컵짜장,,삼양식품,2017,가공식품,유탕면,P014355,식약처 산업체제공('17),80,265.86,-,6.91,6.91,43.33,4.27,679.36,0,3.97,-,0
847,P014356-ZZ-AVG,돈 사골탕면,,삼양식품,2017,가공식품,유탕면,P014356,식약처 산업체제공('17),120,505,-,13,15,79,7.85,1850,0,7,-,0
848,P014357-ZZ-AVG,된장라면,,삼양식품,2017,가공식품,유탕면,P014357,식약처 산업체제공('17),120,495,-,10,16,78,5,1710,0,8,-,0
850,P014363-ZZ-AVG,맛있는라면,,삼양식품,2017,가공식품,유탕면,P014363,식약처 산업체제공('17),115,480,-,9,15,77,4,1720,0,8,-,0
852,P014366-ZZ-AVG,면왕500,,삼양식품,2017,가공식품,유탕면,P014366,식약처 산업체제공('17),120,642.53,-,11.09,24.34,95.33,1.31,3012.9,0,13.25,-,0
856,P014383-ZZ-AVG,부셔먹는 라면스낵 불닭,,삼양식품,2017,가공식품,유탕면,P014383,식약처 산업체제공('17),90,425,-,8,16,62,3,790,0,8,-,0
857,P014437-ZZ-AVG,불닭볶음면,,삼양식품,2017,가공식품,유탕면,P014437,식약처 산업체제공('17),120,545.18,-,12.38,16.42,87.41,1.31,1316.59,0,8.21,-,0
864,P014458-ZZ-AVG,사리면,,삼양식품,2017,가공식품,유탕면,P014458,식약처 산업체제공('17),120,641.52,-,11.81,22.32,98.21,1.31,680.69,0,11.81,-,0
870,P014482-ZZ-AVG,손수 때릴타면,,삼양식품,2017,가공식품,유탕면,P014482,식약처 산업체제공('17),100,412.5,-,7.5,12.5,67.5,3.3,1441.7,0,6.7,-,0
871,P014487-ZZ-AVG,쇠고기면,,삼양식품,2017,가공식품,유탕면,P014487,식약처 산업체제공('17),100,425,-,9.2,13.3,66.7,2.5,1458.3,0,6.7,-,0
872,P014488-ZZ-AVG,수타면,,삼양식품,2017,가공식품,유탕면,P014488,식약처 산업체제공('17),120,600.52,-,11.99,18.12,97.38,1.31,2181.1,0,9.51,-,0
882,P014502-ZZ-AVG,쌀라면,,삼양식품,2017,가공식품,유탕면,P014502,식약처 산업체제공('17),120,522.65,-,13.07,16.33,80.58,1.31,1938.1,0,8.71,-,0
885,P014531-ZZ-AVG,안 튀긴 면,,삼양식품,2017,가공식품,유탕면,P014531,식약처 산업체제공('17),120,489.6,-,14.4,1.44,105.12,1.31,2721.6,0,0,-,0
887,P014534-ZZ-AVG,얼큰 특면,,삼양식품,2017,가공식품,유탕면,P014534,식약처 산업체제공('17),120,501.61,-,9.84,15.74,80.65,3.6,1849.05,0,7.87,-,0
889,P014539-ZZ-AVG,열무비빔면,,삼양식품,2017,가공식품,유탕면,P014539,식약처 산업체제공('17),120,581.47,-,9.94,19.87,90.86,7.75,1351.4,0,9.94,-,0
901,P014622-ZZ-AVG,이마트 맛승부 매운맛,,삼양식품,2017,가공식품,유탕면,P014622,식약처 산업체제공('17),120,500,-,10,16,79,3.6,1870,0,8,-,0
902,P014623-ZZ-AVG,이마트 맛승부 해물맛,,삼양식품,2017,가공식품,유탕면,P014623,식약처 산업체제공('17),120,505,-,10,17,78,1.31,1990,0,9,-,0
903,P014625-ZZ-AVG,이마트 육개장,,삼양식품,2017,가공식품,유탕면,P014625,식약처 산업체제공('17),120,739.86,-,13.63,27.26,110.98,5.02,3796.6,0,15.58,-,0
904,P014626-ZZ-AVG,이마트 육개장컵,,삼양식품,2017,가공식품,유탕면,P014626,식약처 산업체제공('17),120,1022.48,-,17.04,44.31,139.74,1.67,4124,0,23.86,-,0
905,P014627-ZZ-AVG,이마트 하바네로라면,,삼양식품,2017,가공식품,유탕면,P014627,식약처 산업체제공('17),120,533.54,-,10.89,17.42,82.75,1.31,2047.03,0,8.71,-,0
906,P014639-ZZ-AVG,장수면,,삼양식품,2017,가공식품,유탕면,P014639,식약처 산업체제공('17),120,517.2,-,10.89,16.33,81.66,1.31,2134.1,0,8.71,-,0
912,P014661-ZZ-AVG,짜짜로니,,삼양식품,2017,가공식품,유탕면,P014661,식약처 산업체제공('17),120,591.41,-,11.38,22.61,85.39,7.2,1224,0,10.22,-,0
916,P014665-ZZ-AVG,차오차이,,삼양식품,2017,가공식품,유탕면,P014665,식약처 산업체제공('17),120,443.08,-,10.23,15.34,65.61,1.31,1073.6,0,7.67,-,0
919,P014686-ZZ-AVG,컵 나가사끼 짬뽕,,삼양식품,2017,가공식품,유탕면,P014686,식약처 산업체제공('17),80,295.36,-,5.89,11.84,41.34,3.1,1220.9,0,5.89,-,0
922,P014689-ZZ-AVG,컵 맛있는라면,,삼양식품,2017,가공식품,유탕면,P014689,식약처 산업체제공('17),80,280.64,-,4.93,10.82,41.34,3.2,1161.8,0,4.93,-,0
923,P014690-ZZ-AVG,컵 불닭볶음면,,삼양식품,2017,가공식품,유탕면,P014690,식약처 산업체제공('17),120,576,-,12.38,20.59,86.4,1.31,1296,0,10.22,-,0
924,P014691-ZZ-AVG,컵 삼양라면,,삼양식품,2017,가공식품,유탕면,P014691,식약처 산업체제공('17),65,295,-,5,12,42,2,1160,0,6,-,0
925,P014694-ZZ-AVG,큰컵 간짬뽕,,삼양식품,2017,가공식품,유탕면,P014694,식약처 산업체제공('17),80,252.93,-,5.5,9.73,35.97,3.1,597.31,0,4.29,-,0
926,P014695-ZZ-AVG,큰컵 나가사끼짬뽕,,삼양식품,2017,가공식품,유탕면,P014695,식약처 산업체제공('17),120,617.18,-,12.38,20.59,94.61,6.97,2537.1,0,10.94,-,0
927,P014696-ZZ-AVG,큰컵 맛있는라면,,삼양식품,2017,가공식품,유탕면,P014696,식약처 산업체제공('17),112,485,-,10,18,71,3,1540,0,9,-,0
928,P014697-ZZ-AVG,큰컵 불닭볶음면,,삼양식품,2017,가공식품,유탕면,P014697,식약처 산업체제공('17),120,582.91,-,12.38,20.59,86.4,1.31,1302.9,0,10.94,-,0
929,P014698-ZZ-AVG,큰컵 삼양라면,,삼양식품,2017,가공식품,유탕면,P014698,식약처 산업체제공('17),115,490,-,10,17,74,4,1580,0,9,-,0
930,P014699-ZZ-AVG,큰컵 유부우동,,삼양식품,2017,가공식품,유탕면,P014699,식약처 산업체제공('17),80,270.53,-,4.67,8.7,43.07,2.88,1029.8,0,4.67,-,0
931,P014700-ZZ-AVG,큰컵 짜짜로니,,삼양식품,2017,가공식품,유탕면,P014700,식약처 산업체제공('17),120,576,-,13.68,20.59,83.66,7.2,1110.82,0,10.94,-,0
932,P014701-ZZ-AVG,토마토 비비올레,,삼양식품,2017,가공식품,유탕면,P014701,식약처 산업체제공('17),120,558.72,-,9.22,17.28,92.16,1.31,1209.6,0,8.06,-,0
934,P014705-ZZ-AVG,포장마차 얼큰한맛,,삼양식품,2017,가공식품,유탕면,P014705,식약처 산업체제공('17),120,485,-,10,15,78,6.97,1950,0,7,-,0
935,P014706-ZZ-AVG,포장마차 우동얼큰한맛,,삼양식품,2017,가공식품,유탕면,P014706,식약처 산업체제공('17),120,594,-,11.95,18,96.05,4.07,2148,0,9.65,-,0
937,P014716-ZZ-AVG,하바네로 짬뽕,,삼양식품,2017,가공식품,유탕면,P014716,식약처 산업체제공('17),120,613.58,-,13.82,20.02,95.18,6.97,2329,0,10.08,-,0
938,P014717-ZZ-AVG,하이리빙파워 라면,,삼양식품,2017,가공식품,유탕면,P014717,식약처 산업체제공('17),120,510,-,11,16,80,3,1770,0,8,-,0
939,P014718-ZZ-AVG,하이리빙파워 미니컵,,삼양식품,2017,가공식품,유탕면,P014718,식약처 산업체제공('17),80,439.29,-,7.57,18.18,62.11,3.2,1923.7,0,10.6,-,0
940,P014719-ZZ-AVG,한우특+뿔면,,삼양식품,2017,가공식품,유탕면,P014719,식약처 산업체제공('17),120,594.72,-,12.53,20.02,91.44,1.31,2166.1,0,10.08,-,0
941,P014722-ZZ-AVG,해물짬뽕,,삼양식품,2017,가공식품,유탕면,P014722,식약처 산업체제공('17),120,495,-,10,16,78,6.97,1940,0,8,-,0
942,P014725-ZZ-AVG,호해면,,삼양식품,2017,가공식품,유탕면,P014725,식약처 산업체제공('17),120,509.79,-,14.99,3,104.96,1.31,2653.8,0,0,-,0
212,P031419-ZZ-AVG,개운한 맛으로 소문난 라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031419,식약처('20),110,470,-,-,-,-,-,-,-,-,-,-
213,P031421-ZZ-AVG,짜장 불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031421,식약처('20),140,560,-,13,19,84,8,1420,2.8,9,-,0
266,P031542-ZZ-AVG,삼양라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031542,식약처('20),120,500,-,10,16,79,4,1790,0,8,-,0
268,P031544-ZZ-AVG,큰컵 불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031544,식약처('20),105,425,-,9,15,63,8,950,0,8,-,0
271,P031547-ZZ-AVG,큰컵 치즈불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031547,식약처('20),105,430,-,9,16,63,5,1000,0,8,-,0
272,P031548-ZZ-AVG,삼양라면 매운맛,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031548,식약처('20),120,515,-,9,18,79,5,1780,0,9,-,0
273,P031549-ZZ-AVG,쇠고기면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031549,식약처('20),120,490,-,11,15,78,5,1750,0,8,-,0
276,P031552-ZZ-AVG,컵 삼양라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031552,식약처('20),65,295,-,5,12,42,2,1160,0,6,-,0
278,P031554-ZZ-AVG,핵불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031554,식약처('20),140,555,-,12,19,84,6,1450,0,9,-,0
279,P031555-ZZ-AVG,사리면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031555,식약처('20),110,490,-,9,17,75,3,520,0,9,-,0
280,P031556-ZZ-AVG,짜장라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031556,식약처('20),135,530,-,14,17,80,6,940,0,8,-,0
281,P031557-ZZ-AVG,큰컵 간짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031557,식약처('20),105,415,-,9,16,59,8,1000,8,7,-,0
283,P031559-ZZ-AVG,큰컵 삼양라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031559,식약처('20),115,490,-,10,17,74,4,1580,0,9,-,0
284,P031560-ZZ-AVG,컵 불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031560,식약처('20),70,280,-,6,10,42,6,630,0,5,-,0
285,P031561-ZZ-AVG,치즈불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031561,식약처('20),140,550,-,13,18,84,7,1440,0,9,-,0
286,P031563-ZZ-AVG,갓짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031563,식약처('20),120,490,-,9,16,78,3,1850,0,8,-,0
288,P031565-ZZ-AVG,큰컵나가사끼짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031565,식약처('20),105,445,-,9,15,69,4,1620,0,8,-,0
289,P031566-ZZ-AVG,큰컵 커리불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031566,식약처('20),105,425,-,9,15,63,6,1000,0,7,-,0
290,P031567-ZZ-AVG,김치찌개면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031567,식약처('20),115,475,-,10,15,75,4,1780,0,8,-,0
291,P031568-ZZ-AVG,나가사끼짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031568,식약처('20),115,475,-,10,13,80,4,1670,0,6,-,0
292,P031570-ZZ-AVG,육개장,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031570,식약처('20),86,380,-,7,14,56,3,1590,0,7,-,0
293,P031571-ZZ-AVG,나가사끼홍짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031571,식약처('20),115,480,-,9,14,79,4,1770,7.8,7,-,0
294,P031572-ZZ-AVG,삼양냄비우동,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031572,식약처('20),120,510,-,10,16,82,5,1790,3,8,-,0
296,P031574-ZZ-AVG,큰컵삼양라면 매운맛,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031574,식약처('20),110,485,-,9,17,74,4,1630,0,8,-,0
297,P031575-ZZ-AVG,큰컵 와사마요볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031575,식약처('20),115,0.3,-,9,19,66,7,1000,2,8,-,0
298,P031576-ZZ-AVG,갓짜장,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031576,식약처('20),130,580,-,10,20,90,8,1180,0,10,-,0
299,P031577-ZZ-AVG,개운한 맛으로 소문난 라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P031577,식약처('20),110,465,-,9,16,72,3,1980,0,7,-,0
304,P035518-ZZ-AVG,튀김 쫄면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P035518,식약처('20),140,545,-,10,16,90,14,1350,-,8,-,0
315,P037256-ZZ-AVG,국민비빔면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P037256,식약처('20),124,520,-,8,20,77,8,1340,0,9,-,0
318,P037275-ZZ-AVG,불닭볶음면 P,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P037275,식약처('20),140,530,-,12,16,85,7,1280,0,8,-,0
320,P037301-ZZ-AVG,맛이차이나짜장면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P037301,식약처('20),140,545,-,13,16,87,6,1180,0,7,-,0
323,P037356-ZZ-AVG,초마짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P037356,식약처('20),125,540,-,12,18,82,4,1850,3,8,-,0
325,P037359-ZZ-AVG,삼양라면 골드,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P037359,식약처('20),120,530,-,11,19,79,4,1860,0,9,-,0
327,P037390-ZZ-AVG,이백냥,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P037390,식약처('20),107,450,-,10,15,69,3,1800,0,8,-,0
337,P038412-ZZ-AVG,큰컵 짱구 허니시나몬볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P038412,식약처('20),115,460,-,11,14,73,12,1030,0,7,-,0
338,P038413-ZZ-AVG,큰컵 쫄볶이 불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P038413,식약처('20),120,485,-,9,19,69,12,1330,0,9,-,0
347,P038646-ZZ-AVG,도전! 불닭비빔면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P038646,식약처('20),140,560,-,10,19,87,10,1380,0,9,-,0
349,P038766-ZZ-AVG,큰컵 별뽀빠이 야끼소바볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P038766,식약처('20),110,465,-,11,19,63,9,1050,5,8,-,0
355,P038906-ZZ-AVG,큰컵 대만식마장면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P038906,식약처('20),110,465,-,10,19,64,8,1030,0,8,-,0
361,P039042-ZZ-AVG,큰컵 마라탕면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039042,식약처('20),115,450,-,11,16,66,8,1720,0,7,-,0
364,P039106-ZZ-AVG,큰컵 까르보불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039106,식약처('20),105,470,-,7,21,63,7,1190,0,11,-,0
365,P039107-ZZ-AVG,큰컵 미트스파게티 불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039107,식약처('20),110,430,-,11,14,65,7,1200,0,7,-,0
367,P039113-ZZ-AVG,큰컵 불닭볶음탕면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039113,식약처('20),120,455,-,9,16,69,7,1500,0,8,-,0
375,P039353-ZZ-AVG,큰컵 짜장불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039353,식약처('20),105,425,-,10,15,63,6,1000,2,7,-,0
376,P039357-ZZ-AVG,큰컵 신림동백순대볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039357,식약처('20),110,485,-,9,24,58,6,1240,0,11,-,0
390,P039547-ZZ-AVG,강릉교동반점짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039547,식약처('20),110,470,-,9,16,72,6,1670,11,8,-,0
391,P039662-ZZ-AVG,컵까르보불닭볶음면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039662,식약처('20),80,355,-,5,16,48,5,910,0,8,-,0
393,P039679-ZZ-AVG,큰컵 불타는 고추짜장,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039679,식약처('20),110,470,-,11,20,61,5,1150,0,8,-,0
394,P039689-ZZ-AVG,까르보불닭볶음면 P,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P039689,식약처('20),130,550,-,8,20,84,5,1330,0,10,-,0
414,P040081-ZZ-AVG,큰컵 튀김칼국수,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040081,식약처('20),95,420,-,9,15,62,4,1270,0,8,-,0
433,P040101-ZZ-AVG,큰컵 삼양라면 오리지널,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040101,식약처('20),110,470,-,9,15,75,4,1800,0,8,-,0
434,P040102-ZZ-AVG,큰컵 김치찌개면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040102,식약처('20),110,470,-,9,16,73,4,1830,0,8,-,0
442,P040449-ZZ-AVG,봉골라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040449,식약처('20),95,425,-,8,17,60,3,1100,0,7,-,0
445,P040458-ZZ-AVG,컵 맛있는라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040458,식약처('20),65,285,-,5,11,42,3,1180,0,5,-,0
446,P040459-ZZ-AVG,큰컵 쇠고기면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040459,식약처('20),80,345,-,7,13,50,3,1460,0,7,-,0
447,P040460-ZZ-AVG,국민컵라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040460,식약처('20),85,370,-,7,14,54,3,1490,0,7,-,0
450,P040463-ZZ-AVG,컵육개장,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040463,식약처('20),86,380,-,14,14,56,3,1590,0,7,-,0
457,P040477-ZZ-AVG,큰컵 불타는 고추짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040477,식약처('20),95,425,-,8,17,60,3,1720,0,8,-,0
458,P040478-ZZ-AVG,큰컵 삼계탕면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040478,식약처('20),100,430,-,9,14,67,3,1580,3,7,-,0
466,P040487-ZZ-AVG,화끈라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040487,식약처('20),95,395,-,8,13,62,3,1900,0,7,-,0
467,P040488-ZZ-AVG,큰컵 맛있는라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040488,식약처('20),112,485,-,10,18,71,3,1540,0,9,-,0
469,P040717-ZZ-AVG,부셔먹는라면스낵짜짜로니,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040717,식약처('20),84,390,-,7,15,57,2,720,0,8,-,0
473,P040929-ZZ-AVG,컵삼양라면 매운맛,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040929,식약처('20),65,275,-,5,10,41,2,1220,0,5,-,0
474,P040930-ZZ-AVG,컵 삼양라면 오리지널,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040930,식약처('20),65,295,-,5,12,42,2,1160,0,6,-,0
475,P040931-ZZ-AVG,컵나가사끼짬뽕,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040931,식약처('20),65,300,-,6,12,42,2,1320,0,6,-,0
482,P040947-ZZ-AVG,공화춘 유산슬라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040947,식약처('20),100,440,-,10,15,66,2,1120,5,7,-,0
488,P040956-ZZ-AVG,YOUUS인생라면,,삼양식품㈜ 원주공장,2020,가공식품,유탕면,P040956,식약처('20),115,490,-,10,16,77,2,1800,0,8,-,0
575,P023584-ZZ-AVG,삼양라면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023584,식약처('19),120,500,-,10,16,79,4,1790,0,8,-,0
591,P023600-ZZ-AVG,큰컵 불닭볶음면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023600,식약처('19),105,425,-,9,15,63,8,950,0,8,-,0
626,P023635-ZZ-AVG,큰컵 치즈불닭볶음면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023635,식약처('19),105,430,-,9,16,63,5,1000,0,8,-,0
627,P023636-ZZ-AVG,삼양라면 매운맛,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023636,식약처('19),120,515,-,9,18,79,5,1780,0,9,-,0
635,P023644-ZZ-AVG,쇠고기면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023644,식약처('19),120,490,-,11,15,78,5,1750,0,8,-,0
648,P023657-ZZ-AVG,컵 삼양라면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023657,식약처('19),65,295,-,5,12,42,2,1160,0,6,-,0
657,P023666-ZZ-AVG,핵불닭볶음면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023666,식약처('19),140,555,-,12,19,84,6,1450,0,9,-,0
658,P023667-ZZ-AVG,사리면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023667,식약처('19),110,490,-,9,17,75,3,520,0,9,-,0
662,P023671-ZZ-AVG,짜장라면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023671,식약처('19),135,530,-,14,17,80,6,940,0,8,-,0
664,P023674-ZZ-AVG,큰컵 간짬뽕,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023674,식약처('19),105,415,-,9,16,59,8,1000,8,7,-,0
667,P023678-ZZ-AVG,큰컵 삼양라면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023678,식약처('19),115,490,-,10,17,74,4,1580,0,9,-,0
668,P023679-ZZ-AVG,컵 불닭볶음면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023679,식약처('19),70,280,-,6,10,42,6,630,0,5,-,0
670,P023681-ZZ-AVG,치즈불닭볶음면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023681,식약처('19),140,550,-,13,18,84,7,1440,0,9,-,0
683,P023694-ZZ-AVG,큰컵 불닭볶음탕면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023694,식약처('19),120,455,-,9,16,69,7,1500,0,8,-,0
685,P023696-ZZ-AVG,갓짬뽕,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023696,식약처('19),120,490,-,9,16,78,3,1850,0,8,-,0
701,P023712-ZZ-AVG,큰컵나가사끼짬뽕,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023712,식약처('19),105,445,-,9,15,69,4,1620,0,8,-,0
705,P023716-ZZ-AVG,큰컵 커리불닭볶음면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023716,식약처('19),105,425,-,9,15,63,6,1000,0,7,-,0
706,P023717-ZZ-AVG,김치찌개면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023717,식약처('19),115,475,-,10,15,75,4,1780,0,8,-,0
713,P023724-ZZ-AVG,나가사끼짬뽕,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023724,식약처('19),115,475,-,10,13,80,4,1670,0,6,-,0
725,P023736-ZZ-AVG,컵 맛있는라면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023736,식약처('19),65,285,-,5,11,42,3,1180,0,5,-,0
726,P023737-ZZ-AVG,육개장,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023737,식약처('19),86,380,-,7,14,56,3,1590,0,7,-,0
